Record_ID,Date,Time,Shift,HX_ID,Operator_ID,Hot_Fluid,Hot_Inlet_Temp_C,Hot_Outlet_Temp_C,Hot_Pressure_bar,Hot_Flow_Rate_kg_hr,Cold_Fluid,Cold_Inlet_Temp_C,Cold_Outlet_Temp_C,Cold_Pressure_bar,Cold_Flow_Rate_kg_hr,Heat_Duty_kW,LMTD_C,U_Value_W_m2K,Reynolds_Number,Effectiveness_pct,Thermal_Efficiency_pct,Fouling_Factor_m2K_W,Pressure_Drop_Shell_bar,Pressure_Drop_Tube_bar,Cooling_Water_Makeup_pct,Operating_Hours,Days_Since_Cleaning,Last_Maintenance_Date,Maintenance_Required,Alarm_Count,Sensor_Status,Equipment_Health_Score,Failure_Risk,Ambient_Temp_C,Relative_Humidity_pct,Electricity_Consumption_kWh,Energy_Loss_kW,Failure_Within_7Days
REC-02192,2023-10-01,21:00,C,HX-695-A,OP-008,Propylene,52.89,31.72,16.36,9796.5,Cooling Water,24.69,31.64,3.27,17476.0,141.1,12.86,783.1,3000,74.72,74.88,0.0001274,0.266,0.514,1.4,466.3,19.43,2023-09-12,No,1,Normal,75.6,Low,26.61,70.1,42.48,1892.0,0
REC-02193,2023-10-02,00:00,A,HX-695-A,OP-006,Propylene,51.43,31.16,16.18,9508.8,Cooling Water,24.7,31.0,3.5,17924.7,131.2,12.13,784.0,3000,75.76,76.57,0.0001264,0.253,0.517,2.0,469.3,19.55,2023-09-12,No,0,Normal,76.7,Low,25.32,78.0,45.17,1891.2,0
REC-02194,2023-10-02,03:00,A,HX-695-A,OP-003,Propylene,,30.02,16.26,10067.5,Cooling Water,22.74,30.57,3.41,17740.7,161.6,13.68,774.4,3000,77.31,75.98,0.000116,0.28,0.555,2.04,472.3,19.68,2023-09-12,No,0,Normal,82.0,Low,21.17,74.1,42.54,1870.5,0
REC-02195,2023-10-02,06:00,A,HX-695-A,OP-001,Propylene,50.49,30.35,15.64,9960.5,Cooling Water,23.75,30.3,3.0,17918.0,136.5,12.16,775.6,3000,74.71,75.62,0.0001283,0.291,0.52,2.64,475.3,19.8,2023-09-12,No,0,Normal,75.1,Low,24.31,72.2,41.02,1888.5,0
REC-02196,2023-10-02,09:00,B,HX-695-A,OP-002,Propylene,55.9,31.63,16.22,9618.1,Cooling Water,23.92,31.75,2.99,17438.4,158.8,14.4,787.9,3000,75.17,76.51,0.0001112,0.258,0.475,1.97,478.3,19.93,2023-09-12,No,0,Normal,77.3,Low,26.19,67.8,38.42,1873.2,0
REC-02197,2023-10-02,12:00,B,HX-695-A,OP-005,Propylene,55.12,33.18,17.16,10391.4,Cooling Water,26.01,33.73,3.49,17287.4,155.2,13.01,774.3,3000,75.69,75.43,0.0001235,0.258,0.466,2.13,481.3,20.05,2023-09-12,No,0,Normal,75.5,Low,24.68,74.3,42.04,1876.7,0
REC-02198,2023-10-02,15:00,B,HX-695-A,OP-002,Propylene,53.44,31.2,16.87,10026.8,Cooling Water,23.7,31.05,3.72,17761.6,151.7,13.61,781.2,3000,75.14,75.39,0.0001229,0.267,0.534,2.28,484.3,20.18,2023-09-12,No,1,Normal,80.5,Low,24.74,78.6,45.59,1875.8,0
REC-02199,2023-10-02,18:00,C,HX-695-A,OP-003,Propylene,53.76,33.49,17.36,10276.6,Cooling Water,26.89,33.64,3.29,18083.2,141.7,12.13,775.3,3000,74.64,76.18,0.0001223,0.269,0.542,2.31,487.3,20.3,2023-09-12,No,0,Normal,76.7,Low,25.8,74.2,46.0,1887.1,0
REC-02200,2023-10-02,21:00,C,HX-695-A,OP-004,Propylene,51.42,31.61,16.69,10116.4,Cooling Water,24.95,31.38,3.56,18240.1,136.4,12.15,783.1,3000,75.3,74.46,0.0001086,0.263,0.545,2.36,490.3,20.43,2023-09-12,No,0,Normal,78.2,Low,23.63,76.0,39.91,1895.6,0
REC-02201,2023-10-03,00:00,A,HX-695-A,OP-009,Propylene,54.71,31.38,16.78,9821.5,Cooling Water,24.93,32.45,3.34,17832.6,155.9,12.76,,3000,77.95,78.5,0.0001284,0.25,0.488,2.24,493.3,20.55,2023-09-12,No,0,Warning,74.7,Medium,23.24,77.2,44.46,1871.5,0
REC-02202,2023-10-03,03:00,A,HX-695-A,OP-009,Propylene,53.72,31.15,16.67,10134.4,Cooling Water,24.04,31.61,3.39,,155.6,13.23,777.5,3000,76.1,75.89,0.0001293,0.247,0.5,1.97,496.3,20.68,2023-09-12,No,0,Warning,72.9,Medium,23.32,77.1,48.48,1875.9,0
REC-02203,2023-10-03,06:00,A,HX-695-A,OP-009,Propylene,59.19,33.06,16.7,9939.0,Cooling Water,24.91,33.41,3.29,17880.1,176.7,15.32,769.8,3000,76.47,75.95,0.0001337,0.265,0.561,1.88,499.3,20.8,2023-09-12,No,1,Normal,75.1,Low,25.06,73.4,44.13,1847.2,0
REC-02204,2023-10-03,09:00,B,HX-695-A,OP-005,Propylene,57.66,32.78,16.58,9752.9,Cooling Water,24.64,32.37,3.46,18367.4,165.1,15.13,771.0,3000,75.13,74.75,0.0001268,0.232,0.504,1.99,502.3,20.93,2023-09-12,No,0,Normal,77.0,Low,26.79,80.0,43.28,1862.4,0
REC-02205,2023-10-03,12:00,B,HX-695-A,OP-004,Propylene,53.67,32.75,16.08,9123.2,Cooling Water,25.88,32.18,3.21,17737.9,129.9,12.83,773.3,3000,75.11,76.7,0.0001281,0.256,0.479,2.02,505.3,21.05,2023-09-12,No,1,Normal,75.0,Medium,26.98,75.9,46.38,1903.1,0
REC-02206,2023-10-03,15:00,B,HX-695-A,OP-004,Propylene,51.15,30.28,15.62,8847.4,Cooling Water,24.33,30.44,3.33,17685.7,125.6,11.84,,3000,77.06,78.7,0.0001257,0.29,0.499,1.9,508.3,21.18,2023-09-12,No,0,Normal,73.1,Medium,23.4,69.9,49.26,1900.4,0
REC-02207,2023-10-03,18:00,C,HX-695-A,OP-009,Propylene,51.76,31.69,16.65,9649.8,Cooling Water,25.0,31.5,3.32,17432.7,131.8,12.25,775.5,3000,75.38,74.51,0.0001266,0.298,0.524,1.78,511.3,21.3,2023-09-12,No,0,Normal,75.8,Low,24.9,73.4,45.78,1897.4,0
REC-02208,2023-10-03,21:00,C,HX-695-A,OP-001,Propylene,56.22,32.14,16.61,9815.2,Cooling Water,24.54,32.48,3.56,17411.0,160.8,14.17,781.1,3000,76.05,75.92,0.0001316,0.26,0.53,2.39,514.3,21.43,2023-09-12,No,0,Normal,70.4,Medium,23.25,75.4,35.48,1870.1,0
REC-02209,2023-10-04,00:00,A,HX-695-A,OP-001,Propylene,54.09,32.03,16.23,9810.7,Cooling Water,24.96,32.12,3.6,17707.3,147.3,13.14,782.3,3000,76.44,76.93,0.0001273,0.27,0.503,2.56,517.3,21.55,2023-09-12,No,0,Normal,75.1,Low,24.63,73.3,37.71,1884.3,0
REC-02210,2023-10-04,03:00,A,HX-695-A,OP-002,Propylene,54.45,32.09,16.03,9670.8,Cooling Water,24.58,31.97,3.58,17121.4,147.1,13.65,,3000,74.49,74.22,0.0001398,0.299,0.542,1.96,520.3,21.68,2023-09-12,No,0,Normal,76.2,Low,25.13,76.7,44.41,1882.1,0
REC-02211,2023-10-04,06:00,A,HX-695-A,OP-006,Propylene,,32.48,16.66,9797.4,Cooling Water,25.33,32.16,3.45,17589.2,139.7,12.95,751.6,3000,75.43,73.84,0.0001365,0.245,0.499,1.87,523.3,21.8,2023-09-12,No,0,Normal,76.1,Low,24.52,83.1,42.51,1888.0,0
REC-02212,2023-10-04,09:00,B,HX-695-A,OP-005,Propylene,55.31,32.96,16.25,9660.9,Cooling Water,25.41,32.51,3.67,,146.9,13.8,777.9,3000,74.37,72.9,0.0001419,0.248,0.536,1.78,526.3,21.93,2023-09-12,No,0,Normal,69.6,Medium,25.33,74.7,40.49,1881.6,0
REC-02213,2023-10-04,12:00,B,HX-695-A,OP-007,Propylene,53.66,31.4,16.52,9540.2,Cooling Water,24.53,31.46,3.46,17937.6,144.5,13.07,772.8,3000,77.34,76.63,0.0001411,0.214,0.574,2.27,529.3,22.05,2023-09-12,No,0,Normal,74.7,Medium,24.94,75.0,45.04,1889.6,0
REC-02214,2023-10-04,15:00,B,HX-695-A,OP-011,Propylene,54.05,31.38,16.88,9854.8,Cooling Water,24.31,32.15,3.24,16694.5,152.0,13.11,776.8,3000,75.66,76.63,,0.276,0.555,2.07,532.3,22.18,2023-09-12,No,0,Normal,74.1,Medium,24.28,78.2,47.29,1870.8,0
REC-02215,2023-10-04,18:00,C,HX-695-A,OP-008,Propylene,52.87,31.98,15.69,9939.3,Cooling Water,25.63,32.91,3.32,16700.8,141.3,11.88,773.4,3000,75.96,78.06,0.0001343,0.275,0.569,2.15,535.3,22.3,2023-09-12,No,0,Normal,72.2,Medium,25.57,79.6,34.0,1887.6,0
REC-02216,2023-10-04,21:00,C,HX-695-A,OP-012,Propylene,52.79,32.52,16.83,10119.8,Cooling Water,26.13,32.98,3.42,17533.3,139.6,11.86,769.0,3000,76.99,76.51,0.0001368,0.253,0.578,1.95,538.3,22.43,2023-09-12,No,0,Normal,,Low,25.63,72.6,43.76,1887.8,0
REC-02217,2023-10-05,00:00,A,HX-695-A,OP-005,Propylene,,32.88,16.41,9997.8,Cooling Water,25.2,33.06,3.34,18015.9,164.5,14.32,759.4,3000,76.92,75.42,0.0001387,0.27,0.578,1.83,541.3,22.55,2023-09-12,No,0,Normal,74.2,Medium,25.56,73.5,41.7,1866.5,0
REC-02218,2023-10-05,03:00,A,HX-695-A,OP-011,Propylene,53.83,32.76,16.75,9662.7,Cooling Water,26.18,32.83,3.54,17921.5,138.6,12.42,768.3,3000,77.99,75.49,0.0001311,0.26,0.572,1.67,544.3,22.68,2023-09-12,No,0,Normal,73.4,Medium,24.89,78.8,39.53,1896.2,0
REC-02219,2023-10-05,06:00,A,HX-695-A,OP-006,Propylene,56.83,31.02,16.56,9751.6,Cooling Water,23.19,31.23,3.45,18308.0,171.2,15.0,766.3,3000,75.89,76.68,0.0001434,0.287,0.547,2.0,547.3,22.8,2023-09-12,No,0,Normal,74.0,Medium,24.03,68.5,45.68,1855.3,0
REC-02220,2023-10-05,09:00,B,HX-695-A,OP-003,Propylene,52.61,31.33,16.68,9786.2,Cooling Water,23.48,30.36,3.37,17717.9,141.7,13.82,759.8,3000,73.08,74.85,0.0001373,0.268,0.524,2.73,550.3,22.93,2023-09-12,No,0,Normal,74.9,Medium,25.74,74.3,44.22,1894.1,0
REC-02221,2023-10-05,12:00,B,HX-695-A,OP-012,Propylene,52.57,31.62,16.56,10000.7,Cooling Water,25.07,32.29,3.01,16967.4,142.6,12.15,768.2,3000,76.39,77.88,0.000133,0.336,0.503,2.83,553.3,23.05,2023-09-12,No,0,Normal,80.1,Low,26.16,75.3,44.96,1883.0,0
REC-02222,2023-10-05,15:00,B,HX-695-A,OP-005,Propylene,52.74,31.82,16.47,9862.0,Cooling Water,25.17,32.17,3.47,17244.5,140.4,12.32,770.3,3000,76.01,76.7,0.0001438,0.276,0.504,2.36,556.3,23.18,2023-09-12,No,0,Normal,73.6,Medium,26.23,71.7,42.28,1886.0,0
REC-02223,2023-10-05,18:00,C,HX-695-A,OP-005,Propylene,54.63,31.79,16.57,9737.6,Cooling Water,23.85,31.27,3.55,17554.4,151.4,14.29,756.4,3000,74.07,73.31,0.0001449,0.264,0.542,2.35,559.3,23.3,2023-09-12,No,0,Fault,74.4,Medium,23.55,68.4,45.79,1874.4,0
REC-02224,2023-10-05,21:00,C,HX-695-A,OP-011,Propylene,54.28,33.59,16.72,9851.2,Cooling Water,25.85,32.42,3.53,18161.7,138.7,13.6,743.1,3000,73.13,72.21,0.0001597,0.274,0.601,3.26,562.3,23.43,2023-09-12,No,0,Normal,63.4,Medium,26.7,72.2,37.99,1895.1,0
REC-02225,2023-10-06,00:00,A,HX-695-A,OP-001,Propylene,53.81,33.11,16.27,10249.7,Cooling Water,26.54,33.61,3.43,17558.9,144.5,12.14,763.8,3000,76.2,75.75,0.0001447,0.249,0.511,2.42,565.3,23.55,2023-09-12,No,0,Normal,70.3,Medium,24.86,72.9,38.96,1882.8,0
REC-02226,2023-10-06,03:00,A,HX-695-A,OP-008,Propylene,56.67,32.9,16.97,9242.3,Cooling Water,25.38,32.4,3.79,18307.0,149.5,14.3,776.2,3000,76.33,77.27,0.0001427,0.249,0.553,2.03,568.3,23.68,2023-09-12,No,0,Normal,70.8,Medium,23.83,69.3,43.16,1880.2,0
REC-02227,2023-10-06,06:00,A,HX-695-A,OP-005,Propylene,54.53,31.51,16.48,9532.0,Cooling Water,23.99,31.12,3.45,18017.5,149.3,13.99,764.2,3000,75.78,74.76,0.0001446,0.274,0.564,2.38,571.3,23.8,2023-09-12,No,0,Normal,68.0,Medium,24.49,74.6,43.14,1880.6,0
REC-02228,2023-10-06,09:00,B,HX-695-A,OP-002,Propylene,54.18,31.89,15.42,9969.9,Cooling Water,25.6,32.83,3.08,17966.4,151.2,12.33,763.2,3000,78.52,78.48,0.0001408,0.237,0.567,1.94,574.3,23.93,2023-09-12,No,0,Normal,74.6,Medium,23.83,70.2,43.73,1882.5,0
REC-02229,2023-10-06,12:00,B,HX-695-A,OP-009,Propylene,53.35,32.97,16.37,9772.2,Cooling Water,26.14,32.39,3.72,18646.9,135.6,12.6,773.9,3000,75.07,75.54,0.0001508,0.252,0.602,2.17,577.3,24.05,2023-09-12,No,1,Normal,72.1,Medium,22.72,76.9,38.47,1896.5,0
REC-02230,2023-10-06,15:00,B,HX-695-A,OP-010,Propylene,56.51,32.26,16.54,9962.1,Cooling Water,24.17,31.83,3.34,18446.0,164.4,14.88,749.0,3000,74.52,75.52,0.0001466,0.267,0.554,2.2,580.3,24.18,2023-09-12,No,0,Normal,72.0,Medium,23.1,77.3,48.83,1862.0,0
REC-02231,2023-10-06,18:00,C,HX-695-A,OP-001,Propylene,51.36,32.52,16.87,9728.3,Cooling Water,26.3,32.27,3.45,17992.2,124.8,11.47,770.1,3000,75.32,72.17,0.0001381,0.293,0.509,2.15,583.3,24.3,2023-09-12,No,0,Normal,76.6,Low,24.43,70.3,36.38,1906.4,0
REC-02232,2023-10-06,21:00,C,HX-695-A,OP-012,Propylene,52.84,31.39,16.33,9495.5,Cooling Water,24.23,30.86,3.29,17979.1,138.6,13.21,757.9,3000,74.79,73.5,0.0001488,0.296,0.518,2.39,586.3,24.43,2023-09-12,No,1,Warning,70.1,Medium,24.88,68.9,43.75,1895.8,0
REC-02233,2023-10-07,00:00,A,HX-695-A,OP-003,Propylene,54.37,32.49,16.8,9630.2,Cooling Water,25.17,32.29,3.43,17314.9,143.4,13.37,762.4,3000,75.74,74.53,0.0001398,0.27,0.541,1.87,589.3,24.55,2023-09-12,No,0,Normal,68.7,Medium,24.93,79.4,44.55,1891.5,0
REC-02234,2023-10-07,03:00,A,HX-695-A,OP-001,Propylene,55.27,33.13,16.19,9211.5,Cooling Water,25.57,32.41,3.52,17450.6,138.8,13.83,760.0,3000,74.65,74.0,0.0001531,0.276,0.562,2.09,592.3,24.68,2023-09-12,No,0,Fault,72.4,Medium,25.11,77.7,43.02,1892.3,0
REC-02235,2023-10-07,06:00,A,HX-695-A,OP-008,Propylene,54.15,32.86,16.39,9836.7,Cooling Water,25.91,33.2,3.38,16817.0,142.5,12.68,762.9,3000,75.88,76.92,0.0001497,0.28,0.586,1.42,595.3,24.8,2023-09-12,No,0,Normal,,Medium,25.0,85.0,41.96,1891.8,0
REC-02236,2023-10-07,09:00,B,HX-695-A,OP-009,Propylene,52.91,32.51,16.62,9205.1,Cooling Water,25.53,31.59,3.48,18119.5,127.9,12.84,756.7,3000,75.05,74.93,0.0001557,0.274,0.572,2.19,598.3,24.93,2023-09-12,No,1,Fault,70.1,Medium,24.84,85.1,38.26,1899.8,0
REC-02237,2023-10-07,12:00,B,HX-695-A,OP-005,Propylene,56.24,32.82,16.17,9644.8,Cooling Water,25.1,32.34,3.45,18260.3,153.7,14.32,752.6,3000,74.65,76.62,0.0001508,0.294,0.567,2.06,601.3,25.05,2023-09-12,No,0,Normal,,Medium,25.64,74.1,47.64,1877.2,0
REC-02237,2023-10-07,12:00,B,HX-695-A,OP-005,Propylene,56.24,32.82,16.17,9644.8,Cooling Water,25.1,32.34,3.45,18260.3,153.7,14.32,752.6,3000,74.65,76.62,0.0001508,0.294,0.567,2.06,601.3,25.05,2023-09-12,No,0,Normal,,Medium,25.64,74.1,47.64,1877.2,0
REC-02238,2023-10-07,15:00,B,HX-695-A,OP-004,Propylene,53.51,,17.17,8432.6,Cooling Water,25.11,31.29,3.4,17002.9,122.1,13.27,756.0,3000,76.29,75.54,0.0001505,0.254,0.502,2.44,604.3,25.18,2023-09-12,No,0,Normal,70.6,Medium,25.89,77.7,40.75,1905.8,0
REC-02239,2023-10-07,18:00,C,HX-695-A,OP-004,Propylene,52.89,32.72,15.97,9884.9,Cooling Water,25.66,32.22,3.4,17792.2,135.6,12.67,752.4,3000,73.58,75.72,0.0001647,0.284,0.543,1.8,607.3,25.3,2023-09-12,No,0,Normal,68.9,Medium,25.69,77.4,39.76,1891.0,0
REC-02240,2023-10-07,21:00,C,HX-695-A,OP-006,Propylene,53.77,32.36,16.46,9782.9,Cooling Water,25.31,32.09,3.42,18079.4,142.5,13.03,,3000,73.68,73.8,0.0001469,0.279,0.56,2.53,610.3,25.43,2023-09-12,No,0,Normal,67.4,Medium,23.55,64.8,44.13,1887.1,0
REC-02241,2023-10-08,00:00,A,HX-695-A,OP-010,Propylene,55.18,31.86,16.01,9742.3,Cooling Water,23.85,31.34,3.46,17774.4,154.7,14.51,751.5,3000,74.84,75.57,0.0001508,0.26,0.565,1.69,613.3,25.55,2023-09-12,No,0,Normal,,Medium,20.76,70.6,33.56,1874.4,0
REC-02242,2023-10-08,03:00,A,HX-695-A,OP-010,Propylene,53.11,32.67,16.81,9601.9,Cooling Water,25.05,31.53,3.5,17737.4,133.6,13.41,,3000,73.98,71.35,0.0001512,0.272,0.531,1.91,616.3,25.68,2023-09-12,No,0,Normal,71.3,Medium,24.16,75.0,41.42,1894.5,0
REC-02243,2023-10-08,06:00,A,HX-695-A,OP-010,Propylene,51.31,31.28,16.84,10958.0,Cooling Water,24.74,32.01,3.34,17665.4,149.3,11.79,752.4,3000,75.49,75.85,0.0001644,0.231,0.572,2.49,619.3,25.8,2023-09-12,No,1,Warning,,Medium,23.63,73.4,42.61,1878.7,0
REC-02244,2023-10-08,09:00,B,HX-695-A,OP-001,Propylene,55.64,32.32,16.45,9889.7,Cooling Water,24.66,32.48,3.32,17272.1,156.9,14.01,759.1,3000,76.44,75.08,0.0001567,0.308,0.633,1.8,622.3,25.93,2023-09-12,No,0,Warning,68.2,Medium,25.32,71.2,42.88,1873.5,0
REC-02245,2023-10-08,12:00,B,HX-695-A,OP-005,Propylene,54.85,32.78,15.62,9300.8,Cooling Water,24.45,31.36,3.46,17406.1,139.7,14.62,756.7,3000,72.59,73.32,0.0001579,0.279,0.551,2.44,625.3,26.05,2023-09-12,No,0,Normal,72.6,Medium,23.8,72.3,47.41,1892.5,0
REC-02246,2023-10-08,15:00,B,HX-695-A,OP-008,Propylene,54.53,32.73,16.81,9558.3,Cooling Water,25.22,32.01,3.24,17970.3,141.8,13.66,759.3,3000,74.02,76.15,,0.271,0.541,1.93,628.3,26.18,2023-09-12,No,0,Normal,72.3,Medium,24.99,76.9,35.92,1889.4,0
REC-02246,2023-10-08,15:00,B,HX-695-A,OP-008,Propylene,54.53,32.73,16.81,9558.3,Cooling Water,25.22,32.01,3.24,17970.3,141.8,13.66,759.3,3000,74.02,76.15,,0.271,0.541,1.93,628.3,26.18,2023-09-12,No,0,Normal,72.3,Medium,24.99,76.9,35.92,1889.4,0
REC-02247,2023-10-08,18:00,C,HX-695-A,OP-007,Propylene,56.53,,16.73,9845.4,Cooling Water,24.69,32.63,3.5,17609.9,162.5,14.22,759.9,3000,76.2,76.27,,0.272,0.584,2.64,631.3,26.3,2023-09-12,No,0,Warning,76.2,Low,24.79,72.6,39.66,1867.3,0
REC-02248,2023-10-08,21:00,C,HX-695-A,OP-011,Propylene,52.23,30.77,16.88,9612.9,Cooling Water,24.07,30.58,3.36,18551.9,140.4,12.75,758.1,3000,76.42,74.91,0.0001639,0.271,0.501,2.17,634.3,26.43,2023-09-12,No,0,Normal,70.9,Medium,24.37,71.6,44.07,1889.8,0
REC-02249,2023-10-09,00:00,A,HX-695-A,OP-008,Propylene,54.88,31.61,16.77,9971.7,Cooling Water,24.11,31.7,3.36,17906.1,157.9,13.9,762.3,3000,76.05,75.5,0.0001512,0.275,2.4786125330068645,2.33,637.3,26.55,2023-09-12,No,1,Warning,66.9,Medium,22.6,72.4,34.56,1872.6,0
REC-02250,2023-10-09,03:00,A,HX-695-A,OP-012,Propylene,52.29,30.93,16.22,10076.3,Cooling Water,23.53,30.71,3.61,17550.9,146.5,13.25,754.0,3000,74.08,73.51,0.0001551,0.257,0.553,2.79,640.3,26.68,2023-09-12,No,0,Normal,68.9,Medium,23.13,72.4,45.68,1883.3,0
REC-02251,2023-10-09,06:00,A,HX-695-A,OP-006,Propylene,53.5,31.12,16.84,9935.9,Cooling Water,23.54,30.56,3.17,18521.2,151.3,13.87,750.8,3000,74.1,74.94,0.0001577,0.221,0.576,2.18,643.3,26.8,2023-09-12,No,0,Normal,71.3,Medium,20.89,78.6,41.81,1882.8,0
REC-02252,2023-10-09,09:00,B,HX-695-A,OP-008,Propylene,55.65,,16.98,9170.1,Cooling Water,25.22,31.91,3.28,18098.8,140.9,14.37,754.4,3000,72.86,74.31,0.0001669,0.286,0.612,2.08,646.3,26.93,2023-09-12,No,0,Normal,69.2,Medium,20.9,80.7,47.23,1888.2,0
REC-02253,2023-10-09,12:00,B,HX-695-A,OP-007,Propylene,55.51,32.21,16.64,9950.3,Cooling Water,24.9,32.65,3.29,17501.9,157.8,13.64,747.2,3000,76.68,75.99,0.0001706,0.279,0.58,1.98,649.3,27.05,2023-09-12,No,1,Warning,62.7,Medium,24.97,73.1,44.45,1872.1,0
REC-02254,2023-10-09,15:00,B,HX-695-A,OP-004,Propylene,52.65,31.27,17.13,9854.0,Cooling Water,23.72,30.64,3.38,17790.6,143.3,13.52,,3000,74.06,73.6,0.0001595,0.278,0.566,1.68,652.3,27.18,2023-09-12,No,0,Normal,71.9,Medium,25.55,75.5,50.03,1884.2,0
REC-02255,2023-10-09,18:00,C,HX-695-A,OP-004,Propylene,53.48,31.59,16.28,10095.6,Cooling Water,24.51,31.9,3.33,17500.7,150.4,13.02,756.3,3000,75.77,75.84,0.000169,0.297,0.544,1.9,655.3,27.3,2023-09-12,No,0,Normal,63.6,Medium,25.2,73.6,42.58,1879.5,0
REC-02256,2023-10-09,21:00,C,HX-695-A,OP-007,Propylene,56.58,32.96,16.79,9761.1,Cooling Water,24.67,32.09,3.62,18202.2,156.9,14.95,752.0,3000,73.88,74.07,0.0001633,0.261,0.575,2.06,658.3,27.43,2023-09-12,No,0,Normal,70.6,Medium,25.2,79.8,42.38,1877.6,0
REC-02257,2023-10-10,00:00,A,HX-695-A,OP-002,Propylene,53.64,32.56,16.07,9494.5,Cooling Water,25.25,31.65,3.31,18315.8,136.2,13.33,751.3,3000,74.46,74.05,0.0001628,0.273,0.582,2.05,661.3,27.55,2023-09-12,No,0,Normal,69.8,Medium,24.94,76.1,35.86,1893.4,0
REC-02258,2023-10-10,03:00,A,HX-695-A,OP-007,Propylene,56.0,32.72,16.47,10121.5,Cooling Water,24.3,31.95,3.33,18037.1,160.3,14.89,752.7,3000,73.24,75.18,0.0001639,0.246,0.586,2.3,664.3,27.68,2023-09-12,No,0,Normal,70.7,Medium,23.1,68.2,41.52,1872.2,0
REC-02259,2023-10-10,06:00,A,HX-695-A,OP-005,Propylene,52.06,31.2,17.05,9835.3,Cooling Water,24.51,31.01,3.57,18465.4,139.7,12.53,,3000,75.56,76.69,0.0001618,0.286,0.59,1.73,667.3,27.8,2023-09-12,No,0,Warning,72.4,Medium,24.15,77.5,40.63,1885.2,0
REC-02260,2023-10-10,09:00,B,HX-695-A,OP-009,Propylene,53.99,30.61,16.65,10467.5,Cooling Water,22.21,29.95,3.44,18502.7,166.6,14.88,744.4,3000,73.81,75.84,0.0001744,0.299,0.576,2.5,670.3,27.93,2023-09-12,No,0,Normal,64.6,Medium,22.84,66.9,44.62,1866.3,0
REC-02261,2023-10-10,12:00,B,HX-695-A,OP-008,Propylene,53.32,31.87,16.62,9992.6,Cooling Water,24.09,31.45,3.37,17044.4,145.9,13.63,746.9,3000,73.12,73.97,0.0001803,0.307,0.628,1.89,673.3,28.05,2023-09-12,No,0,Normal,71.1,Medium,24.01,82.3,47.19,1881.2,0
REC-02262,2023-10-10,15:00,B,HX-695-A,OP-001,Propylene,52.79,32.3,16.84,9651.6,Cooling Water,25.19,31.71,3.25,17748.7,134.6,12.85,746.4,3000,75.35,75.13,0.0001661,0.241,0.601,2.24,676.3,28.18,2023-09-12,No,0,Normal,66.5,Medium,27.86,81.2,41.86,1894.9,0
REC-02263,2023-10-10,18:00,C,HX-695-A,OP-008,Propylene,57.25,34.12,16.36,10027.3,Cooling Water,25.17,32.72,3.44,17963.3,157.8,15.45,747.8,3000,72.5,72.9,0.0001672,0.3,0.578,1.83,679.3,28.3,2023-09-12,No,0,Normal,64.9,Medium,23.23,80.7,46.31,1867.6,0
REC-02264,2023-10-10,21:00,C,HX-695-A,OP-006,Propylene,55.29,32.5,17.17,9827.6,Cooling Water,24.76,32.06,3.25,17952.1,152.5,14.1,743.7,3000,75.17,74.39,0.0001772,0.251,2.1635186438635485,2.58,682.3,28.43,2023-09-12,No,0,Normal,63.9,Medium,22.93,66.5,43.68,1878.7,0
REC-02265,2023-10-11,00:00,A,HX-695-A,OP-007,Propylene,,30.31,15.98,10494.2,Cooling Water,21.61,30.19,3.36,17498.3,174.5,15.28,743.2,3000,73.84,74.36,0.0001675,0.296,0.578,2.58,685.3,28.55,2023-09-12,No,0,Normal,68.8,Medium,23.42,79.9,42.41,1850.7,0
REC-02266,2023-10-11,03:00,A,HX-695-A,OP-011,Propylene,55.48,33.88,16.87,9573.2,Cooling Water,25.64,32.91,3.26,16659.8,140.8,14.22,749.1,3000,72.64,73.61,0.0001677,0.265,0.579,2.79,688.3,28.68,2023-09-12,No,0,Normal,69.8,Medium,23.96,75.2,37.94,1892.3,0
REC-02267,2023-10-11,06:00,A,HX-695-A,OP-003,Propylene,53.78,31.42,16.16,9648.5,Cooling Water,24.04,30.98,3.65,18207.1,146.9,13.67,756.7,3000,75.29,74.81,0.0001675,0.27,0.629,2.15,691.3,28.8,2023-09-12,No,0,Normal,67.3,Medium,24.87,79.5,44.29,1881.1,0
REC-02268,2023-10-11,09:00,B,HX-695-A,OP-008,Propylene,55.82,30.96,16.37,10023.4,Cooling Water,23.2,31.82,3.63,16925.1,169.6,14.39,751.9,3000,77.14,75.41,0.0001705,0.276,0.574,2.21,694.3,28.93,2023-09-12,No,1,Normal,64.2,Medium,21.91,81.0,,1861.6,0
REC-02269,2023-10-11,12:00,B,HX-695-A,OP-004,Propylene,55.72,31.76,17.2,10172.7,Cooling Water,23.79,31.75,3.21,17932.9,165.9,14.53,756.7,3000,75.13,73.52,0.0001659,0.306,0.58,2.52,697.3,29.05,2023-09-12,No,0,Normal,67.2,Medium,23.64,80.0,44.13,1867.9,0
REC-02270,2023-10-11,15:00,B,HX-695-A,OP-003,Propylene,55.07,33.31,16.55,9800.4,Cooling Water,26.04,33.23,3.42,17375.4,145.1,13.24,746.4,3000,75.22,77.89,0.0001699,0.274,0.593,2.12,700.3,29.18,2023-09-12,No,1,Normal,,Medium,24.92,74.4,38.93,1881.2,0
